,customer_lifetime_value
3620,13780.49
3621,3702.63
3622,5789.35
3623,13464.6
3624,6331.34
3625,3838.11
3626,11274.91
3627,6052.0
3628,33451.79
3629,5611.93
3630,5607.25
3631,8835.16
3632,3796.55
3633,3936.79
3634,37150.83
3635,4815.53
3636,2853.37
3637,2467.46
3638,5200.23
3639,4594.26
3640,8586.66
3641,4091.93
3642,5181.62
3643,14230.32
3644,2446.66
3645,4758.56
3646,6645.93
3647,8717.85
3648,4110.62
3649,9810.41
3650,4993.03
3651,4463.61
3652,2895.21
3653,3185.17
3654,9343.2
3655,7296.54
3658,4636.55
3659,5329.13
3660,2478.24
3661,5522.77
3662,8586.53
3663,8104.5
3664,2356.7
3665,2004.35
3666,2810.46
3667,2379.61
3668,2410.11
3669,2544.97
3670,10153.89
3671,2300.69
3672,10145.44
3673,2599.04
3674,6689.02
3675,2721.59
3676,7524.88
3677,9487.72
3678,5977.79
3679,6411.12
3680,2944.18
3681,6685.8
3682,4692.66
3683,4502.67
3684,16504.96
3685,9460.18
3686,7931.72
3687,7974.39
3688,5054.33
3689,5657.81
3690,14917.33
3691,13046.65
3692,38410.6
3693,5069.07
3694,10978.78
3695,39769.56
3696,6559.35
3697,5749.88
3698,16473.17
3699,5780.18
3700,26200.83
3701,3272.01
3702,4682.25
3703,6496.2
3704,7446.81
3705,4549.34
3706,5200.08
3707,10594.13
3708,3059.28
3709,8181.72
3710,2697.33
3711,10369.39
3712,2491.32
3713,5396.37
3714,4652.89
3715,9015.92
3716,7857.36
3717,6763.18
3718,15695.54
3719,5219.2
3720,2582.41
3721,7653.28
3722,4966.74
3723,8927.13
3724,21423.64
3725,15481.25
3726,8714.92
3727,5577.24
3728,8860.65
3729,13450.96
3730,6464.42
3731,3876.77
3732,10103.66
3733,4996.55
3734,3934.71
3735,2220.0
3736,7974.95
3737,8708.02
3738,2907.36
3739,4881.3
3740,3652.67
3741,12779.9
3742,7200.66
3743,4219.02
3744,5816.71
3745,7908.45
3746,3954.34
3747,3560.63
3748,5064.13
3749,8489.84
3750,2425.3
3751,27542.37
3752,8828.93
3753,5059.33
3754,6715.59
3755,2671.82
3756,8098.97
3757,2795.55
3758,2972.46
3759,6288.16
3760,61850.19
3761,10394.36
3762,4935.19
3763,35013.54
3764,2810.46
3765,3636.94
3766,2785.42
3767,7715.1
3768,5643.8
3769,19088.34
3770,9156.27
3771,5454.59
3772,2470.44
3773,7809.86
3774,6938.87
3775,5318.9
3776,13727.8
3777,5363.41
3778,3265.16
3779,2446.91
3780,4196.69
3781,12913.5
3782,23866.16
3783,4633.34
3784,8196.08
3785,2167.33
3786,5619.85
3787,6102.31
3788,3919.37
3789,14944.84
3790,10820.0
3791,15839.09
3792,6451.26
3793,5564.96
3794,2444.9
3795,2640.59
3796,5823.16
3797,5755.54
3798,10408.97
3799,8247.95
3800,3679.14
3801,16331.43
3802,20474.15
3803,9414.94
3804,9732.58
3805,4611.25
3806,14510.75
3807,13770.98
3808,8083.54
3809,2570.19
3810,2273.62
3811,3995.36
3812,7282.22
3813,2469.57
3814,2450.63
3815,10856.18
3816,9075.77
3817,4654.58
3818,15394.87
3819,9421.1
3820,2640.52
3821,8509.85
3822,3436.13
3823,4349.31
3824,9672.7
3825,15266.48
3826,7550.87
3827,9939.26
3828,14962.37
3829,7887.82
3830,2894.33
3831,4397.78
3832,5781.02
3833,7720.16
3834,3046.25
3835,2590.32
3836,10155.3
3837,2552.0
3838,9404.45
3839,5678.05
3840,3723.11
3841,8417.1
3842,2520.03
3843,8186.31
3844,4229.92
3845,5074.25
3846,12981.53
3847,2744.17
3848,13226.22
3849,13178.43
3850,8793.52
3851,3245.33
3852,4624.62
3853,4372.49
3854,9090.27
3855,10777.57
3856,5007.22
3857,5867.13
3858,14914.53
3859,5107.16
3860,3536.65
3861,2839.8
3862,2939.94
3863,2776.63
3864,5476.53
3865,3265.16
3866,8066.07
3867,3644.83
3868,6611.12
3869,7582.11
3870,2607.82
3871,7124.2
3872,9435.54
3873,8256.3
3874,5091.1
3875,5881.81
3876,7684.89
3877,10396.53
3878,8545.61
3879,4408.07
3880,2562.84
3881,14886.71
3882,24338.51
3883,7453.0
3884,3981.78
3885,16060.07
3886,5111.36
3887,7439.98
3888,4974.8
3889,17816.68
3890,6238.05
3891,2682.91
3892,2837.16
3893,4118.59
3894,2472.47
3895,4139.53
3896,4100.47
3897,5278.2
3898,8056.9
3899,9185.03
3900,15417.73
3901,6829.41
3902,8500.91
3903,8847.44
3904,2840.9
3905,15984.53
3906,18542.3
3907,2609.83
3908,7901.74
3909,17995.87
3910,5021.69
3911,4654.84
3912,2719.51
3913,4726.87
3914,8595.73
3915,15626.28
3916,2797.67
3917,5344.99
3918,17557.54
3919,4595.52
3920,5794.1
3921,5332.46
3922,6680.15
3923,7910.87
3924,12516.92
3925,2325.26
3926,3964.15
3927,7486.09
3928,6707.99
3929,12902.09
3930,5926.73
3931,5148.65
3932,6827.18
3933,4670.06
3934,5363.08
3935,6961.95
3936,28511.03
3937,8624.92
3938,3382.22
3939,2319.82
3940,8807.49
3941,2491.32
3942,7853.96
3943,9816.53
3944,22103.51
3945,6689.02
3946,11323.36
3947,6333.03
3948,3139.17
3949,2617.18
3950,3732.57
3951,4433.69
3952,3478.89
3953,5009.6
3954,8417.0
3955,4483.84
3956,5124.98
3957,3721.06
3958,9988.79
3959,3342.18
3960,7524.74
3961,13466.92
3962,2949.28
3963,5179.89
3964,3225.4
3965,8849.69
3966,2886.45
3967,2359.42
3968,4669.23
3969,6366.23
3970,25581.61
3971,8146.27
3972,5412.46
3973,5757.44
3974,4755.19
3975,4995.21
3976,2824.85
3977,5907.91
3978,4988.58
3979,7405.27
3980,16553.23
3981,15102.23
3982,9118.93
3983,2759.98
3984,15251.58
3985,14517.44
3986,5597.12
3987,19323.24
3988,15950.02
3989,3176.36
3990,4526.13
3991,2573.72
3992,6656.71
3993,27564.74
3994,3842.79
3995,3808.12
3996,15000.84
3997,5573.11
3998,6222.21
3999,5096.67
4000,6183.19
4001,9388.98
4002,8168.71
4003,13561.2
4004,6699.28
4005,20230.97
4006,4097.37
4007,5169.5
4008,6278.76
4009,3343.93
4010,15531.79
4011,4236.84
4012,3692.58
4013,6782.56
4014,3683.47
4015,13995.69
4016,5619.69
4017,8331.65
4018,4171.19
4019,7873.57
4020,10677.25
4021,14687.08
4022,5394.7
4023,2230.76
4024,7771.02
4025,4103.85
4026,7221.15
4027,12285.05
4028,5704.68
4029,2433.91
4030,4921.75
4031,4660.01
4032,2541.52
4033,11658.6
4034,11131.57
4035,4733.51
4036,8776.36
4037,7804.02
4038,2522.26
4039,9536.34
4040,4711.08
4041,3801.28
4042,21159.3
4043,6515.03
4044,4739.86
4045,21240.94
4046,3980.84
4047,4990.34
4048,2562.6
4049,7355.35
4050,5041.45
4051,12731.95
4052,8879.79
4053,2872.67
4054,11058.22
4055,7138.17
4056,29037.48
4057,8613.46
4058,3861.49
4059,2482.92
4060,3133.02
4061,7123.08
4062,28435.64
4063,12741.85
4064,3176.87
4065,5470.06
4066,4582.65
4067,5350.21
4068,5580.92
4069,7048.54
4070,15306.22
4071,9657.58
4072,3985.32
4073,9816.53
4074,37243.63
4075,4122.96
4076,2556.61
4077,17253.73
4078,36181.03
4079,8427.17
4080,2348.03
4081,23675.03
4082,4089.46
4083,2483.67
4084,5278.18
4085,13727.8
4086,10963.96
4087,5555.83
4088,3261.02
4089,11029.93
4090,4770.55
4091,2734.33
4092,3748.14
4093,4770.55
4094,8509.85
4095,5421.05
4096,2916.42
4097,13363.52
4098,3974.86
4099,14710.43
4100,5936.34
4101,2862.18
4102,8427.17
4103,8622.84
4104,2300.69
4105,10056.51
4106,9118.15
4107,5507.24
4108,10972.07
4109,7840.17
4110,5504.14
4111,4792.81
4112,4187.78
4113,2718.38
4114,8257.67
4115,12663.6
4116,2647.52
4117,4830.91
4118,4558.43
4119,2127.92
4120,2546.87
4121,4992.92
4122,12741.85
4123,7863.03
4124,5131.36
4125,2275.4
4126,60556.19
4127,2356.07
4128,28824.06
4129,4978.95
4130,6521.37
4131,7564.61
4132,11631.88
4133,7180.28
4134,12168.74
4135,2248.45
4136,2530.33
4137,4653.09
4138,2354.32
4139,8417.16
4140,5717.74
4141,4623.54
4142,6521.37
4143,5507.16
4144,2674.73
4145,5817.83
4146,4646.39
4147,2226.59
4148,7651.1
4149,2305.06
4150,11960.48
4151,11315.2
4152,7212.52
4153,5255.58
4154,4794.96
4155,2659.71
4156,27643.24
4157,10083.49
4158,5687.9
4159,3059.43
4160,4945.07
4161,8609.16
4162,5157.05
4163,3748.99
4164,7462.93
4165,15063.5
4166,9657.58
4167,2799.47
4168,2759.98
4169,5392.5
4170,5392.5
4171,3574.99
4172,5608.17
4173,4754.65
4174,2239.65
4175,7356.38
4176,13283.86
4177,6893.17
4178,3966.13
4179,16548.86
4180,5447.2
4181,4644.9
4182,5318.9
4183,2491.26
4184,12296.5
4185,6273.91
4186,6366.23
4187,6005.85
4188,11981.98
4189,11885.97
4190,17109.39
4191,4717.63
4192,4778.68
4193,2402.33
4194,13197.93
4195,29232.69
4196,8509.85
4197,4774.38
4198,9113.69
4199,7663.87
4200,2599.97
4201,8819.02
4202,6857.52
4203,7109.34
4204,2842.82
4205,12846.45
4206,3498.77
4207,6005.21
4208,4344.52
4209,25401.52
4210,4466.98
4211,7849.13
4212,4250.78
4213,6073.24
4214,6729.87
4215,2588.86
4216,7305.94
4217,8531.4
4218,8618.3
4219,4957.03
4220,12255.12
4221,9624.94
4222,7080.13
4223,7053.3
4224,5365.54
4225,4306.56
4226,5970.82
4227,8879.79
4228,4458.11
4229,5565.89
4230,5813.24
4231,8365.96
4232,7275.92
4233,15083.78
4234,8458.91
4235,8010.97
4236,2514.43
4237,4112.63
4238,4369.7
4239,7356.01
4240,10656.88
4241,5365.98
4242,6047.03
4243,2885.74
4244,2635.15
4245,2413.89
4246,8341.93
4247,2487.26
4248,9212.61
4249,16407.66
4250,7017.15
4251,5481.5
4252,10382.38
4253,5498.94
4254,4846.32
4255,14718.12
4256,9656.76
4257,4466.1
4258,21423.64
4259,2531.74
4260,8378.36
4261,5093.01
4262,13352.56
4263,14206.98
4264,10232.85
4265,15435.69
4266,8641.05
4267,7334.92
4268,7462.93
4269,3635.03
4270,5525.84
4271,4335.35
4272,4832.12
4273,9267.92
4274,14700.5
4275,4905.13
4276,7289.3
4277,8478.82
4278,7952.84
4279,2870.0
4280,10529.85
4281,5497.66
4282,7090.47
4283,26416.25
4284,2727.68
4285,11814.53
4286,4090.75
4287,5181.62
4288,6172.39
4289,2487.36
4290,13094.2
4291,4688.46
4292,2703.47
4293,11315.2
4294,8679.84
4295,5979.72
4296,10996.71
4297,11718.42
4298,42462.97
4299,6941.87
4300,2551.31
4301,10656.88
4302,9333.33
4303,7507.46
4304,5320.08
4305,8609.16
4306,12298.69
4307,7285.03
4308,6714.07
4309,2810.46
4310,15320.37
4311,8488.56
4312,2379.2
4313,13334.27
4314,3123.08
4315,2382.71
4316,7812.89
4317,14024.36
4318,5334.78
4319,9700.35
4320,5703.29
4321,4280.75
4322,3398.05
4323,11044.11
4324,3238.0
4325,25805.27
4326,17497.52
4327,22261.02
4328,9006.6
4329,9904.98
4330,7432.2
4331,8150.57
4332,4956.25
4333,6537.05
4334,9448.83
4335,7519.13
4336,2409.37
4337,17041.44
4338,4398.05
4339,5470.06
4340,3173.03
4341,13258.18
4342,13045.37
4343,2560.69
4344,3387.78
4345,6439.33
4346,7078.95
4347,2417.76
4348,20492.74
4349,7805.31
4350,22062.55
4351,11218.44
4352,5427.48
4353,2592.44
4354,2601.35
4355,8433.23
4356,2967.67
4357,5380.09
4358,8059.89
4359,8444.84
4360,9655.44
4361,8178.24
4362,2353.18
4363,8058.66
4364,8012.37
4365,16473.17
4366,5907.15
4367,8257.67
4368,4954.29
4369,43026.52
4370,3794.96
4371,2537.38
4372,8026.05
4373,7786.68
4374,5256.92
4375,8256.3
4376,2453.34
4377,4312.77
4378,5556.91
4379,8694.0
4380,11830.95
4381,4506.49
4382,4159.59
4383,4462.45
4384,2515.26
4385,8007.4
4386,9901.28
4387,12282.84
4388,44468.02
4389,8184.59
4390,16007.95
4391,6361.85
4392,8736.5
4393,4334.06
4394,4376.36
4395,9294.09
4396,2543.0
4397,6582.45
4398,4686.47
4399,14325.15
4400,12743.35
4401,2434.09
4402,25107.1
4403,13432.0
4404,2753.78
4405,8653.3
4406,7057.89
4407,5906.94
4408,2937.42
4409,4974.24
4410,4268.62
4411,4601.91
4412,2404.63
4413,7638.44
4414,4623.62
4415,5470.18
4416,4999.35
4417,15956.52
4418,9275.68
4419,7595.34
4420,24258.71
4421,24636.97
4422,2810.46
4423,2337.36
4424,4668.04
4425,10972.07
4426,34611.38
4427,2478.83
4428,26197.41
4429,6282.08
4430,10954.38
4431,3164.38
4432,7804.6
4433,5207.2
4434,2886.45
4435,2483.64
4436,4896.26
4437,4928.0
4438,8759.59
4439,11281.52
4440,4315.67
4441,4491.91
4442,6745.25
4443,28799.95
4444,14503.02
4445,8270.63
4446,12731.95
4447,4167.09
4448,10455.49
4449,7074.4
4450,7046.48
4451,13357.45
4452,18708.76
4453,8169.33
4454,8583.27
4455,12234.36
4456,7185.67
4457,9060.2
4458,2336.18
4459,7995.41
4460,5897.56
4461,3939.01
4462,2695.35
4463,5459.22
4464,10721.61
4465,2491.26
4466,5570.18
4467,5100.74
4468,7633.82
4469,4656.67
4470,4363.2
4471,2526.73
4472,5122.72
4473,2483.54
4474,3489.28
4475,7325.92
4476,4841.06
4477,19964.4
4478,32450.39
4479,2628.17
4480,3095.63
4481,12731.95
4482,2631.56
4483,35984.1
4484,2906.89
4485,10628.06
4486,7590.96
4487,5108.04
4488,13989.85
4489,3115.7
4490,13369.44
4491,8621.19
4492,10359.02
4493,3241.84
4494,4344.99
4495,5332.46
4496,7692.46
4497,26223.81
4498,6930.63
4499,11610.25
4500,8937.12
4501,2462.86
4502,2300.69
4503,4078.02
4504,2868.6
4505,4428.03
4506,4061.59
4507,18504.28
4508,4904.89
4509,10827.87
4510,5745.12
4511,2423.26
4512,5926.73
4513,4605.04
4514,2132.77
4515,2643.72
4516,5824.22
4517,6889.62
4518,3008.1
4519,3286.17
4520,13552.78
4521,5166.19
4522,2946.0
4523,4863.47
4524,4892.62
4525,3337.59
4526,5246.28
4527,9031.21
4528,3580.08
4529,9802.55
4530,4825.65
4531,3203.3
4532,5659.14
4533,4144.87
4534,13770.98
4535,3716.48
4536,3123.08
4537,12168.74
4538,2674.73
4539,12741.85
4540,4037.55
4541,8628.3
4542,22093.62
4543,8217.43
4544,26197.41
4545,8110.54
4546,4766.37
4547,8819.02
4548,5171.27
4549,3896.57
4550,6005.03
4551,6869.19
4552,3054.54
4553,4874.22
4554,2747.43
4555,8717.05
4556,4099.66
4557,8189.97
4558,5225.03
4559,7949.28
4560,3135.41
4561,3939.01
4562,5325.72
4563,19483.24
4564,3459.23
4565,17103.79
4566,2753.31
4567,12866.89
4568,4420.25
4569,2756.47
4570,7743.92
4571,8169.75
4572,3569.86
4573,10656.88
4574,7092.64
4575,2777.34
4576,7550.42
4577,4727.35
4578,14274.55
4579,9559.34
4580,8879.79
4581,5525.47
4582,5923.21
4583,8501.65
4584,40235.97
4585,2584.82
4586,19278.82
4587,11981.98
4588,3933.81
4589,2491.26
4590,7431.66
4591,7865.18
4592,15978.91
4593,2113.86
4594,8661.74
4595,5625.31
4596,4592.15
4597,3709.92
4598,8208.93
4599,5595.39
4600,3413.62
4601,6325.03
4602,6393.87
4603,8738.4
4604,4836.39
4605,24967.76
4606,5409.96
4607,2344.23
4608,15173.97
4609,11124.21
4610,4863.27
4611,5577.54
4612,4526.95
4613,2519.57
4614,4892.42
4615,18943.27
4616,8564.77
4617,4419.54
4618,5637.74
4619,5047.48
4620,4913.12
4621,5799.06
4622,5568.98
4623,3861.49
4624,2912.91
4625,6980.33
4626,6769.32
4627,8193.56
4628,7519.13
4629,3746.03
4630,2592.44
4631,4548.29
4632,2885.0
4633,4883.55
4634,9061.06
4635,16728.34
4636,11177.75
4637,4364.31
4638,22940.38
4639,4926.28
4640,23086.36
4641,5149.3
4642,8016.75
4643,2538.86
4644,10498.93
4645,2448.65
4646,6057.07
4647,8295.84
4648,2786.66
4649,25464.82
4650,11469.63
4651,3557.37
4652,8317.3
4653,7601.95
4654,9426.97
4655,6418.85
4656,6788.08
4657,3358.66
4658,2439.93
4659,4505.85
4660,2309.6
4661,2541.52
4662,6414.08
4663,2585.21
4664,2961.31
4665,2759.98
4666,3341.68
4667,5169.5
4668,4117.37
4669,5552.6
4670,7285.03
4671,13916.93
4672,11044.43
4673,3531.04
4674,2759.62
4675,6500.41
4676,6369.26
4677,13083.49
4678,2150.91
4679,8447.89
4680,5075.42
4681,3527.85
4682,13061.52
4683,6259.51
4684,16681.33
4685,5791.61
4686,7980.49
4687,2767.5
4688,2975.26
4689,4178.59
4690,4734.26
4691,4315.79
4692,6126.57
4693,2694.6
4694,9338.08
4695,18680.99
4696,2551.35
4697,2808.08
4698,9710.29
4699,15190.65
4700,4069.78
4701,6612.22
4702,2030.78
4703,5090.45
4704,3353.38
4705,8532.99
4706,2647.52
4707,6071.91
4708,9061.77
4709,2531.59
4710,2467.13
4711,7408.17
4712,3452.41
4713,4481.39
4714,21235.45
4715,3370.07
4716,3746.75
4717,5129.61
4718,12300.0
4719,18065.27
4720,19644.76
4721,35900.08
4722,6838.77
4723,6519.29
4724,5712.38
4725,5126.54
4726,4984.62
4727,4102.2
4728,4111.2
4729,11085.88
4730,4745.68
4731,5837.53
4732,19190.32
4733,6444.08
4734,7255.58
4735,8197.71
4736,4554.91
4737,7069.74
4738,4743.69
4739,4019.38
4740,20239.38
4741,2674.73
4742,9206.43
4743,23187.15
4744,4770.55
4745,3768.09
4746,2893.74
4747,11611.95
4748,14246.15
4749,2554.55
4750,3226.52
4751,2227.07
4752,10623.41
4753,8304.69
4754,5155.53
4755,4407.77
4756,2955.5
4757,3900.91
4758,4531.37
4759,2813.31
4760,7196.72
4761,6301.1
4762,7799.44
4763,8292.63
4764,18534.61
4765,2906.3
4766,6089.77
4767,5016.14
4768,15470.6
4769,5680.47
4770,4582.16
4771,8663.55
4772,5274.2
4773,2620.6
4774,4515.18
4775,5533.23
4776,5216.91
4777,7860.09
4778,5016.55
4779,3351.57
4780,6732.2
4781,6423.74
4782,4974.87
4783,4739.3
4784,6086.43
4785,5016.64
4786,7341.79
4787,3215.2
4788,2533.8
4789,5340.54
4790,3644.83
4791,6382.05
4792,4303.64
4793,4228.73
4794,10426.09
4795,2484.75
4796,8232.76
4797,21768.7
4798,2160.92
4799,4423.69
4800,3691.77
4801,4940.51
4802,8503.94
4803,41143.09
4804,10419.17
4805,4139.9
4806,7627.66
4807,6162.37
4808,25807.06
4809,15506.93
4810,5757.49
4811,39365.3
4812,5555.49
4813,23893.3
4814,9594.78
4815,5411.94
4816,5318.9
4817,7731.71
4818,2004.35
4819,5510.97
4820,11158.13
4821,5390.27
4822,2658.22
4823,8826.61
4824,4713.4
4825,2393.92
4826,11895.18
4827,5580.96
4828,8617.55
4829,3940.12
4830,2448.77
4831,4439.68
4832,2534.95
4833,17420.57
4834,2393.92
4835,2681.33
4836,4272.81
4837,15284.33
4838,20186.35
4839,4984.62
4840,5246.28
4841,8827.23
4842,3269.01
4843,16979.8
4844,2479.92
4845,7200.57
4846,7917.12
4847,24061.11
4848,19160.99
4849,23295.06
4850,7553.94
4851,2405.62
4852,4865.37
4853,16388.1
4854,2611.15
4855,8688.75
4856,13736.13
4857,8564.77
4858,7019.18
4859,8114.41
4860,4864.38
4861,8569.42
4862,17793.61
4863,12944.19
4864,2649.21
4865,4582.9
4866,2691.7
4867,2466.38
4868,9277.47
4869,4142.56
4870,27990.27
4871,9409.14
4872,2581.02
4873,7637.11
4874,2471.08
4875,2302.82
4876,8716.37
4877,5207.99
4878,2719.51
4879,2452.73
4880,3829.09
4881,8873.53
4882,15925.06
4883,2952.36
4884,15923.96
4885,7285.03
4886,13104.3
4887,2436.84
4888,9350.87
4889,9035.67
4890,17250.75
4891,2549.08
4892,8954.84
4893,2467.98
4894,7700.62
4895,3776.67
4896,8044.87
4897,5029.67
4898,19957.79
4899,6179.7
4900,5678.05
4901,4089.43
4902,3142.88
4903,22895.35
4904,5586.89
4905,12105.29
4906,11971.98
4907,15328.46
4908,5424.26
4909,4981.83
4910,14635.45
4911,6862.87
4912,13745.05
4913,8111.65
4914,22712.02
4915,56675.94
4916,8160.59
4917,3919.37
4918,7286.16
4919,7589.63
4920,9032.37
4921,5555.56
4922,8257.67
4923,2721.75
4924,5230.09
4925,6273.91
4926,5866.07
4927,8802.19
4928,8722.9
4929,8178.52
4930,43217.22
4931,2442.22
4932,2919.71
4933,6366.23
4934,17114.33
4935,2395.57
4936,2987.95
4937,12780.28
4938,3906.67
4939,2594.59
4940,5267.85
4941,9095.05
4942,7122.27
4943,9117.44
4944,41075.43
4945,3486.7
4946,7297.69
4947,2502.21
4948,9955.49
4949,7094.16
4950,12280.77
4951,5773.9
4952,4904.89
4953,3423.82
4954,2689.17
4955,3109.01
4956,22425.26
4957,5705.55
4958,2063.39
4959,5096.67
4960,4101.94
4961,2537.93
4962,3651.69
4963,10014.06
4966,2847.97
4967,11513.36
4968,7588.36
4969,2389.31
4970,5066.83
4971,36860.91
4972,3961.59
4973,8476.81
4974,10110.77
4975,2476.48
4976,4463.0
4977,3141.25
4978,2496.14
4979,6861.28
4980,4983.18
4981,2227.07
4982,9670.18
4983,5088.69
4984,7095.13
4985,5437.91
4986,5033.69
4987,14019.83
4988,4877.61
4989,3449.49
4990,3771.62
4991,5824.82
4992,4379.93
4993,5793.16
4994,2725.68
4995,5790.57
4996,8502.24
4997,2476.59
4998,2426.96
4999,5897.99
5000,4617.39
5001,12521.42
5002,9079.82
5003,7777.2
5004,5601.68
5005,3459.04
5006,9061.95
5007,6866.09
5008,2659.71
5009,12332.52
5010,21172.39
5011,3677.91
5012,9816.53
5013,4922.17
5014,7583.96
5015,2685.9
5016,4132.59
5017,8622.84
5018,15253.26
5019,4277.56
5020,20096.89
5021,4770.55
5022,7025.65
5023,8265.38
5024,24552.87
5025,4407.97
5026,2482.2
5027,3858.87
5028,11572.1
5029,3645.46
5030,4362.77
5031,10425.99
5032,7025.04
5033,7388.73
5034,2927.73
5035,8356.18
5036,8718.06
5037,35227.3
5038,8697.88
5039,3554.85
5040,2818.31
5041,19045.5
5042,2893.81
5043,14439.8
5044,5121.84
5045,2217.66
5046,2861.72
5047,5979.72
5048,7377.23
5049,6366.23
5050,8657.97
5051,11726.19
5052,5780.18
5053,10058.74
5054,7072.93
5055,4787.21
5056,3013.44
5057,3472.37
5058,5380.9
5059,38230.21
5060,5526.44
5061,4883.12
5062,14203.04
5063,5745.42
5064,9602.08
5065,3199.75
5066,2758.33
5067,2725.19
5068,5550.15
5069,2619.17
5070,6265.34
5071,12313.16
5072,10552.43
5073,12022.39
5074,9295.41
5075,7440.92
5076,10302.9
5077,3508.57
5078,5761.32
5079,10280.81
5080,4783.92
5081,2142.89
5082,8738.3
5083,4468.22
5084,11315.2
5085,21886.2
5086,7681.55
5087,16702.7
5088,5015.01
5089,5776.34
5090,2777.53
5091,4127.5
5092,6670.85
5093,14741.76
5094,38320.82
5095,2064.7
5096,5504.14
5097,5096.67
5098,7995.44
5099,5674.14
5100,2886.23
5101,5794.68
5102,10706.67
5103,5320.61
5104,20498.83
5105,4628.28
5106,27287.5
5107,4029.72
5108,2744.08
5109,35444.31
5110,2858.99
5111,5862.8
5112,4031.54
5113,7553.23
5114,16699.46
5115,3233.26
5116,5640.73
5117,8678.51
5118,10339.6
5119,3746.75
5120,2571.26
5121,4428.03
5122,7413.39
5123,4768.96
5124,6035.09
5125,16280.2
5126,9024.2
5127,7495.68
5128,12520.98
5129,2552.04
5130,16887.8
5131,3038.83
5132,4455.52
5133,11972.78
5134,8513.7
5135,9085.2
5136,24096.24
5137,9095.05
5138,21418.36
5139,10714.21
5140,9986.66
5141,7908.67
5142,4869.6
5143,2121.65
5144,6328.18
5145,4340.86
5146,6279.82
5147,11981.98
5148,22235.01
5149,8646.5
5150,2444.33
5151,5070.35
5152,5647.15
5153,13345.14
5154,13297.64
5155,7031.79
5156,3615.89
5157,14120.04
5158,2155.21
5159,2748.85
5160,5087.02
5161,14031.7
5162,8656.4
5163,4861.49
5164,19174.63
5165,7089.68
5166,6802.07
5167,2359.42
5168,15114.4
5169,2926.83
5170,13014.23
5171,7901.7
5172,13406.92
5173,6106.94
5174,12321.84
5175,19338.53
5176,5431.37
5177,7329.83
5178,3484.14
5179,6964.05
5180,25253.1
5181,2523.65
5182,17349.03
5183,4058.67
5184,4742.62
5185,4363.6
5186,9048.98
5187,4210.1
5188,5241.14
5189,2481.84
5190,3585.94
5191,5498.94
5192,10377.37
5193,2589.7
5194,9312.59
5195,14396.24
5196,31920.77
5197,4921.33
5198,25805.51
5199,5963.82
5200,8923.11
5201,5214.97
5202,12522.54
5203,13897.39
5204,3372.42
5205,7809.52
5206,12269.42
5207,3123.08
5208,8004.21
5209,8105.87
5210,2758.7
5211,3707.28
5212,30154.68
5213,8099.84
5214,2921.49
5215,14510.44
5216,16793.97
5217,5332.46
5218,10025.92
5219,6875.61
5220,2272.31
5221,8923.15
5222,16484.02
5223,6860.59
5224,12947.68
5225,13786.7
5226,7706.03
5227,8520.15
5228,2242.23
5229,27069.5
5230,20579.69
5231,2465.62
5232,9052.95
5233,2546.36
5234,3007.39
5235,27789.69
5236,6289.01
5237,3954.34
5238,7583.19
5239,6186.5
5240,5757.44
5241,4473.88
5242,4786.01
5243,12244.9
5244,7121.08
5245,7547.76
5246,20380.07
5247,9011.76
5248,20096.89
5249,4786.89
5250,11578.13
5251,2719.43
5252,4760.94
5253,8701.36
5254,2659.5
5255,5139.56
5256,20096.89
5257,4025.1
5258,2771.05
5259,6745.89
5260,9259.72
5261,8467.27
5262,22762.21
5263,9332.49
5264,7100.33
5265,8007.4
5266,19512.0
5267,8145.99
5268,2810.46
5269,6846.15
5270,3755.81
5271,2393.04
5272,40636.67
5273,9067.66
5274,5619.69
5275,8013.9
5276,4089.04
5277,5065.49
5278,8372.85
5279,66025.75
5280,8175.32
5281,8720.46
5282,3237.5
5283,5354.61
5284,2375.0
5285,8646.5
5286,6672.13
5287,12919.42
5288,7385.36
5289,7200.66
5290,7281.72
5291,3238.0
5292,2722.99
5293,11277.72
5294,8555.89
5295,2911.92
5296,10083.49
5297,5704.98
5298,7664.81
5299,4909.03
5300,5470.06
5301,5067.0
5302,4896.27
5303,4572.04
5304,8237.38
5305,3964.73
5306,10901.23
5307,16304.3
5308,2619.48
5309,14024.36
5310,24320.64
5311,24249.34
5312,20864.31
5313,8823.85
5314,7610.2
5315,7486.17
5316,8763.45
5317,27386.15
5318,11121.62
5319,5657.69
5320,18938.54
5321,13865.83
5322,8188.92
5323,5626.53
5324,3208.92
5325,5282.54
5326,8696.71
5327,5259.44
5328,7854.77
5329,6438.97
5330,11633.58
5331,2442.42
5332,14024.36
5333,2491.26
5334,3410.2
5335,3842.03
5336,3339.85
5337,5358.27
5338,9268.67
5339,4200.37
5340,4829.57
5341,14244.73
5342,4095.2
5343,33718.84
5344,7540.05
5345,2821.0
5346,36695.91
5347,19731.34
5348,6685.07
5349,8408.32
5350,7371.59
5351,4742.11
5352,15865.17
5353,5396.31
5354,4330.39
5355,5708.02
5356,3500.86
5357,3919.37
5358,2910.32
5359,4827.78
5360,4811.74
5361,7834.15
5362,14666.23
5363,7199.65
5364,3914.72
5365,9470.27
5366,5479.56
5367,2488.24
5368,5886.62
5369,8406.39
5370,8685.92
5371,25030.38
